"Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","Year","Round","Pick","PosRec","RoundRec","seq"
74,227,4.65,37.5,20,120,7,4.08,2004,3,96,"LB",3,1416
71,207,4.5,NA,NA,NA,NA,NA,2004,NA,NA,"WR",8,1417
73,218,4.63,36.5,NA,122,7.19,NA,2004,2,59,"DB",2,1418
73,249,4.71,35.5,26,118,7.16,4.21,2004,NA,NA,"LB",8,1419
72,227,4.38,38,NA,120,NA,NA,2004,1,30,"RB",1,1420
70,217,4.47,37.5,NA,121,6.97,4.12,2004,2,43,"RB",2,1421
73,249,4.55,NA,NA,NA,NA,NA,2004,2,55,"RB",2,1422
75,222,4.88,NA,NA,NA,NA,NA,2004,7,224,"K",7,1423
76,296,4.97,31,27,114,7.81,4.58,2004,4,132,"OL",4,1424
73,178,4.59,33.5,NA,115,7.34,4.21,2004,NA,NA,"DB",8,1425
78,345,5.33,NA,29,NA,NA,NA,2004,NA,NA,"OL",8,1426
72,187,4.95,NA,NA,NA,NA,NA,2004,3,65,"K",3,1427
71,254,5.02,30,25,103,NA,NA,2004,5,156,"RB",5,1428
78,294,4.87,25,24,105,7.79,4.45,2004,NA,NA,"DL",8,1429
76,222,4.87,26.5,NA,110,7.69,4.22,2004,NA,NA,"QB",8,1430
72,213,4.56,34,NA,109,7.18,4.24,2004,NA,NA,"WR",8,1431
73,209,4.88,NA,NA,NA,NA,NA,2004,7,229,"K",7,1432
69,209,4.71,31.5,16,108,NA,NA,2004,NA,NA,"RB",8,1433
74,244,4.71,30.5,NA,108,6.98,3.88,2004,4,116,"LB",4,1434
74,244,4.6,33.5,18,119,6.78,4.16,2004,6,169,"WR",6,1435
75,228,4.84,28,NA,112,7.22,4.08,2004,5,148,"QB",5,1436
75,263,4.69,35.5,35,126,7.01,4.07,2004,2,42,"DL",2,1437
73,204,4.86,NA,NA,NA,NA,NA,2004,NA,NA,"K",8,1438
73,303,5.09,NA,NA,NA,NA,NA,2004,5,142,"DL",5,1439
75,290,5.26,27,18,97,7.71,4.47,2004,6,167,"OL",6,1440
73,207,5,NA,NA,NA,NA,NA,2004,6,188,"K",6,1441
73,240,4.55,34.5,26,113,6.91,4.06,2004,2,37,"LB",2,1442
75,309,5.15,NA,31,NA,NA,NA,2004,5,139,"DL",5,1443
79,317,5.36,27.5,23,102,7.94,4.71,2004,NA,NA,"OL",8,1444
72,197,4.53,35,NA,116,NA,NA,2004,3,85,"DB",3,1445
72,204,4.6,37,11,121,7.28,4.07,2004,6,198,"DB",6,1446
72,227,4.78,34.5,25,121,7.06,4.28,2004,5,140,"LB",5,1447
76,308,5.16,29,27,100,7.85,4.56,2004,3,84,"OL",3,1448
75,288,5.28,NA,NA,NA,NA,NA,2004,NA,NA,"QB",8,1449
74,224,4.73,33,NA,116,NA,NA,2004,1,22,"QB",1,1450
71,199,4.51,38,NA,124,7.06,4.17,2004,6,171,"WR",6,1451
73,191,4.57,34,NA,118,NA,NA,2004,5,149,"WR",5,1452
71,179,4.59,28.5,NA,111,7.24,4.27,2004,NA,NA,"WR",8,1453
77,221,4.9,NA,NA,NA,NA,NA,2004,1,1,"QB",1,1454
74,228,4.79,NA,NA,NA,NA,NA,2004,7,225,"QB",7,1455
76,208,4.71,37.5,NA,125,6.74,4.21,2004,4,106,"QB",4,1456
75,210,4.73,38,NA,128,7.1,4.09,2004,NA,NA,"WR",8,1457
78,255,4.62,33.5,27,NA,NA,NA,2004,7,249,"DL",7,1458
78,304,5.26,27.5,31,98,NA,NA,2004,7,207,"OL",7,1459
77,264,4.92,29,18,115,7.36,4.09,2004,7,241,"TE",7,1460
71,203,4.46,29,NA,112,6.98,4.08,2004,6,195,"WR",6,1461
73,310,5.32,NA,NA,NA,NA,NA,2004,NA,NA,"DL",8,1462
75,224,4.66,34.5,23,120,6.85,3.93,2004,3,80,"LB",3,1463
78,308,5.09,29.5,21,105,7.75,4.6,2004,6,180,"OL",6,1464
71,209,4.65,35,NA,118,7.05,4.12,2004,4,119,"RB",4,1465
73,234,4.68,NA,NA,NA,NA,NA,2004,NA,NA,"LB",8,1466
78,211,4.55,34,NA,122,6.84,4.16,2004,6,199,"WR",6,1467
76,229,4.51,41,NA,130,7.34,4.22,2004,5,134,"WR",5,1468
78,246,5.19,26.5,NA,100,7.73,4.46,2004,7,202,"QB",7,1469
73,213,4.76,31.5,NA,116,7.41,NA,2004,NA,NA,"WR",8,1470
72,192,NA,NA,NA,NA,NA,NA,2004,NA,NA,"K",8,1471
75,269,4.74,39,25,124,6.92,4.03,2004,NA,NA,"DL",8,1472
78,274,4.71,37,21,114,7.3,4.44,2004,2,57,"DL",2,1473
75,302,5.29,29,NA,92,8.25,4.71,2004,7,209,"OL",7,1474
77,315,4.96,33.5,41,110,7.61,4.41,2004,2,35,"DL",2,1475
75,252,4.75,NA,33,NA,NA,NA,2004,NA,NA,"DL",8,1476
78,323,5.36,27,26,97,8.01,4.6,2004,NA,NA,"OL",8,1477
70,179,4.39,36,NA,NA,NA,NA,2004,4,105,"WR",4,1478
74,213,4.54,35.5,18,120,6.98,4.12,2004,NA,NA,"DB",8,1479
78,330,5.41,28,20,104,8.24,4.61,2004,NA,NA,"OL",8,1480
72,220,4.66,31,NA,115,7.34,4.31,2004,NA,NA,"RB",8,1481
74,231,4.98,33.5,NA,115,6.89,4.11,2004,7,250,"QB",7,1482
71,203,4.78,38,NA,118,NA,4.45,2004,NA,NA,"WR",8,1483
72,224,4.56,NA,19,NA,NA,NA,2004,1,26,"RB",1,1484
76,312,5.46,24.5,23,95,7.87,4.68,2004,3,83,"OL",3,1485
76,336,4.93,29,21,115,7.7,4.75,2004,NA,NA,"TE",8,1486
75,255,4.78,33,NA,114,6.95,4.23,2004,4,98,"DL",4,1487
75,233,4.79,30.5,NA,109,7.19,4.3,2004,7,217,"QB",7,1488
77,250,4.95,27,19,103,7.13,4.37,2004,NA,NA,"TE",8,1489
72,246,4.68,32,28,117,7.45,4.18,2004,NA,NA,"RB",8,1490
70,194,4.47,NA,16,NA,NA,NA,2004,4,102,"DB",4,1491
73,226,4.7,NA,NA,118,NA,4.26,2004,4,107,"LB",4,1492
71,230,4.71,NA,24,106,NA,NA,2004,7,222,"LB",7,1493
72,197,4.57,39.5,NA,116,7.15,4,2004,6,186,"DB",6,1494
75,321,5.38,25,19,98,8.17,4.85,2004,NA,NA,"DL",8,1495
70,194,4.56,NA,11,NA,NA,NA,2004,2,49,"DB",2,1496
71,203,4.56,NA,NA,NA,NA,NA,2004,4,113,"DB",4,1497
78,323,5.49,29,26,98,7.95,4.91,2004,NA,NA,"OL",8,1498
75,251,4.76,32.5,18,116,7.17,3.94,2004,5,165,"LB",5,1499
69,194,4.62,31,8,112,NA,NA,2004,NA,NA,"DB",8,1500
73,233,4.73,NA,17,NA,NA,NA,2004,NA,NA,"LB",8,1501
78,319,5.41,28,31,105,7.97,4.66,2004,7,246,"OL",7,1502
73,224,4.95,30,NA,119,7.44,4.34,2004,NA,NA,"QB",8,1503
75,259,4.97,29,24,108,7.39,4.48,2004,NA,NA,"DL",8,1504
77,229,5.08,NA,NA,NA,NA,NA,2004,1,4,"QB",1,1505
71,194,4.6,NA,NA,NA,NA,NA,2004,NA,NA,"QB",8,1506
71,186,4.34,36,15,120,6.97,3.75,2004,1,10,"DB",1,1507
77,241,4.75,NA,NA,NA,NA,NA,2004,1,11,"QB",1,1508
78,307,5.3,NA,30,NA,NA,NA,2004,2,52,"OL",2,1509
67,195,4.5,34,21,121,7.09,4.3,2004,NA,NA,"RB",8,1510
74,240,4.79,30.5,NA,110,7.66,4.41,2004,NA,NA,"QB",8,1511
76,268,4.97,32.5,22,115,NA,NA,2004,5,144,"TE",5,1512
75,210,4.54,34.5,NA,NA,7.04,NA,2004,5,164,"WR",5,1513
70,193,4.58,NA,NA,NA,NA,NA,2004,NA,NA,"DB",8,1514
76,219,4.84,NA,NA,NA,NA,NA,2004,3,87,"K",3,1515
68,204,4.35,41.5,15,128,6.7,3.91,2004,2,44,"DB",2,1516
78,243,5.04,30.5,NA,110,7.65,4.62,2004,3,90,"QB",3,1517
77,271,4.8,32.5,25,109,6.94,4.38,2004,4,103,"DL",4,1518
74,218,4.47,38,18,124,6.68,3.89,2004,3,67,"DB",3,1519
73,191,4.87,NA,NA,NA,NA,NA,2004,5,137,"K",5,1520
77,281,5.06,34.5,24,110,7.96,4.68,2004,5,141,"OL",5,1521
70,204,4.46,39,20,124,NA,NA,2004,3,95,"DB",3,1522
75,289,4.81,36.5,NA,118,NA,4.32,2004,3,88,"DL",3,1523
74,244,4.86,NA,25,NA,NA,NA,2004,4,127,"LB",4,1524
71,204,4.8,NA,NA,NA,NA,NA,2004,NA,NA,"K",8,1525
74,301,5.06,30,30,99,7.53,4.24,2004,NA,NA,"OL",8,1526
72,201,4.51,36,19,128,NA,NA,2004,5,158,"DB",5,1527
70,189,4.62,36,12,121,7,3.88,2004,5,152,"DB",5,1528
77,265,4.9,30.5,16,107,7.46,4.28,2004,NA,NA,"DL",8,1529
76,344,5.16,24.5,31,93,7.93,4.84,2004,2,36,"DL",2,1530
77,306,5.84,24,NA,93,8.09,4.63,2004,NA,NA,"OL",8,1531
75,298,5.07,32,19,111,7.72,4.41,2004,2,46,"OL",2,1532
75,274,5.03,33,24,108,NA,4.75,2004,5,135,"DL",5,1533
74,234,4.67,NA,24,NA,NA,NA,2004,2,39,"LB",2,1534
70,194,4.78,32.5,NA,114,NA,4.35,2004,7,214,"WR",7,1535
71,201,4.48,36.5,12,116,NA,NA,2004,3,73,"DB",3,1536
75,275,4.6,NA,NA,NA,NA,NA,2004,1,18,"DL",1,1537
75,223,4.95,26.5,NA,101,7.65,4.36,2004,6,201,"QB",6,1538
75,314,5.1,30.5,29,104,7.75,4.66,2004,2,34,"OL",2,1539
76,316,5.82,25.5,21,93,8.38,4.91,2004,NA,NA,"OL",8,1540
74,317,4.97,30.5,42,99,7.79,4.66,2004,4,104,"DL",4,1541
74,242,4.65,34.5,27,116,6.94,4.08,2004,6,182,"LB",6,1542
75,197,4.6,32.5,NA,113,6.9,4.08,2004,NA,NA,"WR",8,1543
79,350,5.56,27.5,21,98,7.88,4.65,2004,3,75,"OL",3,1544
75,314,5.08,29.5,27,102,NA,NA,2004,3,71,"DL",3,1545
73,193,4.49,31.5,NA,119,6.88,3.87,2004,NA,NA,"WR",8,1546
75,304,5.29,25.5,NA,96,7.64,4.44,2004,4,100,"OL",4,1547
74,241,4.86,NA,NA,NA,NA,NA,2004,NA,NA,"DL",8,1548
71,196,4.52,NA,NA,NA,NA,NA,2004,3,76,"DB",3,1549
79,327,5.37,29.5,NA,99,7.98,4.84,2004,NA,NA,"OL",8,1550
72,241,4.68,33,NA,112,7.41,4.15,2004,NA,NA,"LB",8,1551
72,210,4.9,NA,NA,NA,NA,NA,2004,7,248,"QB",7,1552
73,245,4.8,32.5,23,114,7.65,4.52,2004,5,162,"RB",5,1553
77,267,5.09,33,NA,115,NA,NA,2004,NA,NA,"DL",8,1554
73,197,4.46,NA,NA,NA,NA,NA,2004,6,168,"WR",6,1555
74,230,4.51,NA,NA,NA,NA,NA,2004,1,5,"DB",1,1556
74,290,5.21,26.5,28,100,7.39,4.1,2004,6,189,"DL",6,1557
77,313,5.2,29,27,105,8.03,4.98,2004,5,146,"OL",5,1558
74,241,4.57,38.5,26,129,NA,4,2004,2,48,"LB",2,1559
73,195,4.44,38.5,17,122,6.82,3.88,2004,3,70,"DB",3,1560
73,203,4.5,NA,NA,NA,NA,NA,2004,7,211,"WR",7,1561
72,189,4.5,35,12,117,7.09,4.14,2004,5,150,"DB",5,1562
70,197,4.5,37.5,NA,122,NA,NA,2004,4,121,"DB",4,1563
71,192,4.54,34.5,NA,121,7.31,4.3,2004,NA,NA,"WR",8,1564
72,224,4.58,37,24,112,7.12,4.23,2004,NA,NA,"LB",8,1565
74,254,4.65,34,16,120,7.48,4.46,2004,4,97,"DL",4,1566
72,224,4.57,37,NA,112,7.15,4.25,2004,NA,NA,"LB",8,1567
76,265,4.65,NA,NA,NA,NA,NA,2004,2,40,"TE",2,1568
76,321,5.05,32.5,29,105,NA,NA,2004,1,23,"DL",1,1569
76,242,4.61,34.5,21,118,6.94,3.94,2004,6,196,"LB",6,1570
70,237,4.49,31,22,114,7.5,4.15,2004,5,154,"RB",5,1571
75,281,4.77,NA,NA,NA,NA,NA,2004,1,20,"DL",1,1572
78,249,4.8,NA,NA,NA,NA,NA,2004,NA,NA,"TE",8,1573
70,177,4.49,NA,NA,NA,NA,NA,2004,4,110,"DB",4,1574
76,281,5,31.5,14,113,7.38,4.35,2004,NA,NA,"DL",8,1575
72,233,4.61,NA,NA,NA,NA,NA,2004,1,12,"LB",1,1576
71,187,4.31,37.5,14,121,6.84,4.03,2004,4,124,"DB",4,1577
72,248,4.97,32.5,22,114,7.5,4.41,2004,NA,NA,"RB",8,1578
76,254,4.84,30,19,106,7.51,4.35,2004,NA,NA,"TE",8,1579
74,209,4.54,NA,15,NA,NA,NA,2004,3,89,"DB",3,1580
77,332,5,31,34,109,7.8,4.88,2004,NA,NA,"DL",8,1581
74,223,4.61,34,14,116,7.06,4.02,2004,7,236,"DB",7,1582
75,258,4.5,35.5,34,123,7.38,4.11,2004,1,32,"TE",1,1583
73,237,4.56,36.5,22,114,7.39,4.35,2004,2,60,"LB",2,1584
73,188,4.5,NA,NA,NA,NA,NA,2004,2,54,"WR",2,1585
74,300,5.3,31,31,109,7.56,4.35,2004,7,251,"OL",7,1586
76,312,5.14,31.5,NA,105,8.31,4.58,2004,3,94,"OL",3,1587
76,234,4.62,37,NA,121,7.06,4.13,2004,NA,NA,"WR",8,1588
76,226,4.79,40.5,NA,130,NA,4.17,2004,4,120,"WR",4,1589
73,323,5.08,NA,36,NA,NA,NA,2004,1,21,"DL",1,1590
76,313,5.18,28,25,106,7.97,4.55,2004,6,179,"DL",6,1591
73,250,4.55,NA,NA,NA,NA,NA,2004,1,17,"LB",1,1592
73,232,4.52,37,16,125,7.02,4.11,2004,4,101,"LB",4,1593
72,193,4.48,NA,18,125,NA,NA,2004,2,56,"DB",2,1594
71,207,4.6,37,21,122,7.28,4.09,2004,NA,NA,"DB",8,1595
76,229,4.56,NA,NA,NA,NA,NA,2004,1,9,"WR",1,1596
74,212,4.48,NA,NA,NA,NA,NA,2004,1,7,"WR",1,1597
67,193,4.73,34,15,114,7.01,4.15,2004,NA,NA,"RB",8,1598
73,196,4.66,NA,11,NA,NA,NA,2004,NA,NA,"DB",8,1599
78,260,5.03,NA,21,114,7.33,4.44,2004,NA,NA,"TE",8,1600
72,213,4.63,35,NA,120,7.07,3.98,2004,NA,NA,"WR",8,1601
72,197,4.47,NA,15,120,NA,NA,2004,5,136,"DB",5,1602
74,248,4.62,35,24,119,6.88,4.1,2004,2,61,"TE",2,1603
79,314,5.36,28.5,24,108,7.53,4.49,2004,5,151,"OL",5,1604
69,225,4.6,33.5,26,118,7.68,4.36,2004,7,219,"RB",7,1605
75,256,4.89,33,25,109,7.56,4.36,2004,NA,NA,"RB",8,1606
72,223,4.86,NA,21,NA,NA,NA,2004,NA,NA,"DB",8,1607
76,251,4.55,NA,24,120,NA,NA,2004,1,6,"TE",1,1608
73,313,5.38,28,18,NA,NA,NA,2004,NA,NA,"DL",8,1609
74,202,4.47,39,NA,125,6.93,3.97,2004,1,31,"WR",1,1610
72,222,4.7,30.5,21,115,7.25,4.09,2004,NA,NA,"RB",8,1611
73,203,4.65,34,NA,122,7.12,4.31,2004,NA,NA,"WR",8,1612
70,210,4.68,30,NA,111,7.35,4.12,2004,NA,NA,"RB",8,1613
69,175,4.49,39,13,123,6.7,3.9,2004,6,192,"DB",6,1614
72,214,4.69,NA,NA,NA,NA,NA,2004,NA,NA,"K",8,1615
76,213,4.64,34,NA,NA,NA,NA,2004,NA,NA,"WR",8,1616
74,214,NA,39,18,114,6.94,NA,2005,7,231,"DB",7,1617
77,310,5.12,32.5,18,105,7.62,4.6,2005,5,162,"OL",5,1618
74,289,5.12,29.5,28,106,7.53,4.55,2005,NA,NA,"DL",8,1619
74,218,4.93,27.5,NA,106,7.29,4.39,2005,NA,NA,"QB",8,1620
78,242,5.03,29,NA,103,7.67,4.62,2005,6,213,"QB",6,1621
79,325,5.51,34,26,100,7.62,4.66,2005,NA,NA,"OL",8,1622
69,214,4.4,35,18,121,6.81,4.1,2005,2,44,"RB",2,1623
71,219,4.52,NA,22,NA,NA,NA,2005,3,66,"DB",3,1624
76,279,4.93,32.5,23,107,7.57,4.4,2005,NA,NA,"DL",8,1625
76,319,5.06,29.5,29,105,7.5,4.46,2005,2,33,"OL",2,1626
74,286,4.87,29.5,21,109,7.7,4.57,2005,2,59,"DL",2,1627
77,261,4.74,31.5,16,113,7.05,4.25,2005,7,249,"TE",7,1628
71,221,4.49,40,20,127,NA,NA,2005,4,109,"RB",4,1629
78,305,4.92,35,26,106,7.57,4.54,2005,2,52,"OL",2,1630
79,320,4.87,35.5,NA,112,7.83,4.56,2005,1,19,"OL",1,1631
73,211,4.37,35.5,21,NA,NA,NA,2005,2,50,"DB",2,1632
74,233,4.6,41,25,128,7.11,4.1,2005,3,90,"LB",3,1633
77,227,5.1,NA,NA,NA,NA,NA,2005,NA,NA,"K",8,1634
70,222,4.62,NA,NA,NA,NA,NA,2005,1,4,"RB",1,1635
76,265,4.78,38,25,121,7.11,4.1,2005,NA,NA,"TE",8,1636
77,303,5.18,27,30,96,7.77,4.62,2005,6,207,"OL",6,1637
75,204,4.52,39.5,14,132,6.92,3.8,2005,6,208,"DB",6,1638
73,221,4.83,29,NA,109,7.49,4.54,2005,NA,NA,"QB",8,1639
71,214,4.57,35,19,112,7,4.1,2005,NA,NA,"DB",8,1640
70,210,4.56,34.5,14,118,7.13,4.28,2005,NA,NA,"RB",8,1641
75,247,4.7,39,25,126,7.05,4.29,2005,3,95,"LB",3,1642
75,236,4.56,34,NA,113,7.08,4.12,2005,5,160,"LB",5,1643
73,201,4.37,39.5,NA,128,6.96,3.98,2005,2,39,"WR",2,1644
73,196,4.46,36,NA,NA,NA,NA,2005,6,195,"WR",6,1645
73,216,4.8,32,16,113,7.78,4.63,2005,NA,NA,"DB",8,1646
80,314,5.2,NA,24,NA,NA,NA,2005,5,164,"OL",5,1647
77,309,5.18,31.5,24,108,7.61,4.56,2005,NA,NA,"OL",8,1648
71,250,4.59,30,25,108,7.54,4.28,2005,7,222,"RB",7,1649
76,318,5.6,29,23,93,7.84,4.92,2005,NA,NA,"OL",8,1650
72,233,4.43,34,18,117,7.1,4.08,2005,1,2,"RB",1,1651
74,196,4.45,41.5,NA,128,6.99,3.94,2005,2,35,"WR",2,1652
75,313,5.4,30.5,23,105,7.72,4.51,2005,4,124,"OL",4,1653
78,316,5.06,31.5,NA,109,7.93,4.67,2005,1,13,"OL",1,1654
77,329,4.93,NA,NA,NA,NA,NA,2005,4,111,"OL",4,1655
75,221,4.63,36.5,13,123,7.2,4.24,2005,NA,NA,"DB",8,1656
75,337,5.06,31.5,23,106,7.8,4.68,2005,6,178,"DL",6,1657
77,311,5.53,23.5,18,89,8.17,4.8,2005,NA,NA,"OL",8,1658
76,320,5.35,28,29,111,7.9,4.59,2005,4,107,"OL",4,1659
72,209,4.46,37.5,NA,118,7.09,4.08,2005,2,40,"DB",2,1660
75,294,4.91,32.5,35,115,7.23,4.2,2005,NA,NA,"DL",8,1661
75,239,4.58,36,20,130,NA,NA,2005,2,42,"LB",2,1662
72,267,4.84,35,25,122,7.24,4.41,2005,3,92,"DL",3,1663
74,304,5.36,28,22,98,8.03,4.72,2005,NA,NA,"DL",8,1664
74,213,4.51,40.5,16,127,7.1,3.98,2005,NA,NA,"DB",8,1665
77,230,4.71,NA,NA,NA,NA,NA,2005,1,25,"QB",1,1666
79,279,4.98,NA,NA,NA,NA,NA,2005,4,132,"DL",4,1667
71,220,4.47,35,21,121,7.18,4.04,2005,4,117,"DB",4,1668
75,303,4.79,34.5,32,112,NA,NA,2005,1,28,"DL",1,1669
73,211,5.08,29,NA,111,7.24,4.2,2005,NA,NA,"QB",8,1670
72,234,4.78,34,22,115,NA,NA,2005,NA,NA,"RB",8,1671
74,254,4.78,NA,NA,NA,NA,NA,2005,NA,NA,"LB",8,1672
70,193,4.41,36.5,NA,118,6.95,4.07,2005,1,22,"WR",1,1673
74,315,5.51,27.5,NA,99,NA,NA,2005,NA,NA,"OL",8,1674
70,196,4.49,34,17,118,7.13,4.25,2005,6,201,"RB",6,1675
76,293,5.05,NA,34,NA,NA,NA,2005,2,37,"DL",2,1676
77,254,4.75,NA,NA,NA,NA,NA,2005,2,53,"DL",2,1677
74,236,4.7,NA,NA,NA,NA,NA,2005,5,146,"LB",5,1678
77,288,5.12,33,27,118,7.42,4.71,2005,NA,NA,"DL",8,1679
71,206,4.36,40,11,118,6.94,4.16,2005,2,51,"DB",2,1680
76,267,4.71,NA,21,118,NA,NA,2005,5,144,"TE",5,1681
77,310,5.19,NA,NA,NA,NA,NA,2005,NA,NA,"OL",8,1682
79,317,5.64,25.5,NA,85,8.03,4.89,2005,NA,NA,"OL",8,1683
74,211,4.88,NA,NA,NA,NA,NA,2005,3,99,"K",3,1684
76,311,5.19,28.5,22,108,7.65,4.54,2005,NA,NA,"OL",8,1685
72,212,4.5,37,19,117,7.09,3.92,2005,4,102,"DB",4,1686
70,219,4.9,32,14,108,7.38,4.1,2005,NA,NA,"DB",8,1687
74,239,4.75,35.5,19,118,7.28,4.33,2005,NA,NA,"LB",8,1688
75,310,5.31,29.5,21,102,7.93,4.56,2005,5,143,"OL",5,1689
75,247,4.89,NA,24,NA,NA,NA,2005,NA,NA,"TE",8,1690
74,252,4.71,NA,NA,NA,NA,NA,2005,3,70,"LB",3,1691
70,186,4.49,38,NA,125,7.05,4.07,2005,5,140,"WR",5,1692
71,181,4.59,35,12,117,7.04,3.89,2005,NA,NA,"DB",8,1693
77,269,4.93,NA,21,115,NA,NA,2005,NA,NA,"TE",8,1694
78,299,5.42,27,17,99,8.15,4.58,2005,NA,NA,"OL",8,1695
73,194,4.54,35,NA,120,6.95,3.97,2005,4,104,"DB",4,1696
73,230,4.6,36.5,NA,115,7.09,3.97,2005,1,14,"DB",1,1697
72,191,4.52,37.5,NA,118,7.19,4.22,2005,NA,NA,"WR",8,1698
75,277,4.75,34,NA,111,7.11,4.23,2005,NA,NA,"DL",8,1699
74,273,4.8,37,22,118,7.66,4.44,2005,4,128,"DL",4,1700
67,200,4.5,38,18,121,7.39,NA,2005,7,243,"RB",7,1701
74,222,4.72,33,NA,108,7.41,4.34,2005,NA,NA,"QB",8,1702
76,260,4.72,36,22,113,7.09,4.01,2005,6,198,"TE",6,1703
75,270,4.93,34.5,14,105,7.75,4.35,2005,NA,NA,"DL",8,1704
72,238,4.91,30,19,109,7.25,4.56,2005,NA,NA,"RB",8,1705
75,268,4.95,31.5,28,NA,NA,NA,2005,NA,NA,"DL",8,1706
79,328,5.4,NA,NA,NA,NA,NA,2005,NA,NA,"OL",8,1707
75,211,4.45,NA,NA,NA,NA,NA,2005,1,3,"WR",1,1708
70,190,4.62,39,14,121,NA,4.05,2005,NA,NA,"DB",8,1709
76,305,5.07,27.5,25,103,8,4.79,2005,3,89,"DL",3,1710
75,213,4.57,NA,21,NA,NA,NA,2005,5,171,"DB",5,1711
72,243,4.75,NA,21,NA,NA,NA,2005,NA,NA,"LB",8,1712
76,324,5.61,29,NA,96,8.11,4.92,2005,3,93,"OL",3,1713
77,241,4.72,NA,NA,NA,NA,NA,2005,3,86,"TE",3,1714
72,249,4.81,34.5,36,118,7.27,4.12,2005,NA,NA,"LB",8,1715
70,205,4.94,NA,NA,NA,NA,NA,2005,NA,NA,"K",8,1716
73,207,4.58,NA,NA,NA,NA,NA,2005,4,112,"RB",4,1717
70,223,4.59,35.5,20,111,7.15,4.14,2005,NA,NA,"DB",8,1718
74,313,5.24,27,NA,102,8.01,4.68,2005,5,137,"DL",5,1719
73,238,4.68,31.5,25,112,7.69,4.45,2005,3,82,"LB",3,1720
76,221,NA,NA,NA,NA,NA,NA,2005,NA,NA,"K",8,1721
74,232,4.86,30.5,NA,105,7.09,4.07,2005,7,250,"QB",7,1722
71,191,4.43,43.5,7,NA,NA,NA,2005,3,80,"DB",3,1723
71,184,4.34,41,14,125,6.78,3.89,2005,3,97,"DB",3,1724
74,211,4.74,35,17,113,6.96,4.07,2005,NA,NA,"DB",8,1725
78,288,5,28,23,106,7.54,4.43,2005,NA,NA,"DL",8,1726
77,234,4.66,38,19,124,7.09,4.12,2005,NA,NA,"DL",8,1727
71,194,4.78,33,NA,108,7.39,4.25,2005,NA,NA,"WR",8,1728
76,225,4.79,33,NA,113,6.94,4.08,2005,3,67,"QB",3,1729
73,189,4.44,NA,NA,NA,NA,NA,2005,4,108,"DB",4,1730
75,304,5.12,29.5,NA,100,7.62,4.51,2005,4,129,"OL",4,1731
72,222,4.6,36,23,121,7.17,4.1,2005,7,236,"RB",7,1732
77,275,4.68,NA,NA,NA,NA,NA,2005,NA,NA,"DL",8,1733
76,322,5.38,25,34,95,7.87,4.62,2005,6,197,"OL",6,1734
76,302,5.09,32,30,105,7.87,4.56,2005,4,119,"OL",4,1735
76,196,4.55,38.5,NA,126,7.03,4.1,2005,4,131,"WR",4,1736
72,194,4.71,36,NA,113,7.56,4.44,2005,NA,NA,"WR",8,1737
72,238,4.67,35,27,107,7.48,4.14,2005,NA,NA,"LB",8,1738
75,249,4.85,29.5,NA,112,7.31,4.36,2005,NA,NA,"LB",8,1739
69,217,4.58,NA,NA,NA,NA,NA,2005,3,65,"RB",3,1740
73,215,4.43,33.5,17,115,7.08,4.12,2005,NA,NA,"RB",8,1741
71,251,4.84,31,23,109,7.24,4.21,2005,5,158,"RB",5,1742
71,198,4.52,38,NA,120,NA,3.9,2005,3,75,"DB",3,1743
75,226,4.78,31.5,NA,115,7,4.1,2005,3,85,"QB",3,1744
77,284,4.9,28,21,103,7.25,4.27,2005,NA,NA,"TE",8,1745
72,249,4.6,35.5,32,112,7.1,NA,2005,5,138,"LB",5,1746
71,218,4.76,31.5,22,111,7.17,4.26,2005,NA,NA,"DB",8,1747
76,229,5,29,NA,103,7.41,4.52,2005,NA,NA,"QB",8,1748
72,236,4.59,35.5,35,124,7.21,4.07,2005,5,173,"LB",5,1749
74,215,4.64,33,NA,113,6.89,4.07,2005,NA,NA,"QB",8,1750
77,301,5.21,28.5,26,103,7.62,4.52,2005,5,169,"OL",5,1751
71,209,4.7,37,23,118,7.61,4.1,2005,NA,NA,"DB",8,1752
75,214,4.58,35,NA,115,7.42,4.11,2005,NA,NA,"WR",8,1753
73,231,4.71,40.5,22,117,7.19,4.07,2005,NA,NA,"LB",8,1754
72,241,4.56,38,NA,122,7.2,4.1,2005,NA,NA,"RB",8,1755
75,321,5.23,27,21,100,8,4.69,2005,6,175,"DL",6,1756
70,197,4.45,34,17,111,6.87,3.9,2005,2,60,"DB",2,1757
74,284,4.74,34,33,110,7.38,4.35,2005,6,189,"DL",6,1758
70,223,4.51,32.5,21,NA,NA,NA,2005,NA,NA,"RB",8,1759
75,266,4.87,32.5,29,108,7.41,4.24,2005,7,251,"RB",7,1760
76,197,4.5,NA,NA,NA,NA,NA,2005,3,83,"WR",3,1761
71,224,4.6,31,17,108,6.95,3.97,2005,7,244,"RB",7,1762
73,229,4.65,34,25,116,7.23,4.1,2005,3,98,"LB",3,1763
72,179,4.58,37.5,NA,124,7.42,4.07,2005,NA,NA,"WR",8,1764
69,192,4.45,42,12,124,6.8,4.07,2005,3,84,"DB",3,1765
75,309,5.31,32.5,NA,109,7.49,4.45,2005,5,151,"OL",5,1766
71,203,4.44,34,20,NA,NA,3.99,2005,NA,NA,"DB",8,1767
